Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Gefitinib	PRKD3	Protein	O94806	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MARK2	Protein	Q7KZI7	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MARK2	Protein	Q7KZI7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	HCK	Protein	P08631	Homo sapiens	BindingDB	18183025	KD	=	 4400	III
Gefitinib	HCK	Protein	P08631	Homo sapiens	BindingDB	22037378	KD	=	 4400	III
Gefitinib	HCK	Protein	P08631	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 4400000	III
Gefitinib	EPHA1	Protein	P21709	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 4000000	III
Gefitinib	EPHA1	Protein	P21709	Homo sapiens	BindingDB	22037378	KD	=	 4000	III
Gefitinib	EPHA1	Protein	P21709	Homo sapiens	BindingDB	18183025	KD	=	 4000	III
Gefitinib	CDK15	Protein	Q96Q40	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP2K2	Protein	P36507	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP2K2	Protein	P36507	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDK11B	Protein	P21127	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK11B	Protein	P21127	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NEK9	Protein	Q8TD19	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK9	Protein	Q8TD19	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	RIOK3	Protein	O14730	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RIOK3	Protein	O14730	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	GRK1	Protein	Q15835	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKD2	Protein	Q9BZL6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKD2	Protein	Q9BZL6	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	TNIK	Protein	Q9UKE5	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TNIK	Protein	Q9UKE5	Homo sapiens	BindingDB	22037378	KD	=	 6900	III
Gefitinib	DAPK2	Protein	Q9UIK4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DAPK2	Protein	Q9UIK4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP2K7	Protein	O14733	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK1A1L	Protein	Q8N752	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CSNK1A1L	Protein	Q8N752	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPKAPK5	Protein	Q8IW41	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPKAPK5	Protein	Q8IW41	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PAK2	Protein	Q13177	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PAK2	Protein	Q13177	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKACA	Protein	P17612	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKACA	Protein	P17612	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK25	Protein	O00506	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK25	Protein	O00506	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	GSK3B	Protein	P49841	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	GSK3B	Protein	P49841	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TESK1	Protein	Q15569	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TESK1	Protein	Q15569	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TGFBR2	Protein	P37173	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TGFBR2	Protein	P37173	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ABCG2	Protein	Q9UNQ0	Homo sapiens	BindingDB	19932960	IC50	=	 1260	III
Gefitinib	ABCG2	Protein	Q9UNQ0	Homo sapiens	BindingDB	19932960	IC50	=	 1100	III
Gefitinib	ABCG2	Protein	Q9UNQ0	Homo sapiens	BindingDB	15155841	IC50	=	 400	III
Gefitinib	ABCG2	Protein	Q9UNQ0	Homo sapiens	BindingDB	24184213	IC50	=	 3190	III
Gefitinib	CLK1	Protein	P49759	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CLK1	Protein	P49759	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	INSR	Protein	P06213	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	INSR	Protein	P06213	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	Tubulin alpha-1 chain	Protein	P68370	Rattus norvegicus	BindingDB	18183025	KD	=	 410	III
Gefitinib	MAPK13	Protein	O15264	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK38L	Protein	Q9Y2H1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK38L	Protein	Q9Y2H1	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MELK	Protein	Q14680	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MELK	Protein	Q14680	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PI4KB	Protein	Q9UBF8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TEC	Protein	P42680	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TEC	Protein	P42680	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NTRK3	Protein	Q16288	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NTRK3	Protein	Q16288	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP2K5	Protein	Q13163	Homo sapiens	BindingDB	22037378	KD	=	 600	III
Gefitinib	EPHB1	Protein	P54762	Homo sapiens	BindingDB	15711537	KD	=	 7300	III
Gefitinib	EPHB1	Protein	P54762	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHB1	Protein	P54762	Homo sapiens	BindingDB	22037378	KD	=	 1300	III
Gefitinib	MAPK10	Protein	P53779	Homo sapiens	BindingDB	15711537	KD	=	 2300	III
Gefitinib	MAPK10	Protein	P53779	Homo sapiens	BindingDB	18183025	KD	=	 3200	III
Gefitinib	MAPK10	Protein	P53779	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 3200000	III
Gefitinib	MAPK10	Protein	P53779	Homo sapiens	BindingDB	22037378	KD	=	 3200	III
Gefitinib	FLT4	Protein	P35916	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	FLT4	Protein	P35916	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK2	Protein	P24941	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK2	Protein	P24941	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	Serine/threonine-protein kinase pknB	Protein	P9WI81	Mycobacterium tuberculosis	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K2	Protein	Q12851	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ACVR1B	Protein	P36896	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ACVR1B	Protein	P36896	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BMP2K	Protein	Q9NSY1	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BMP2K	Protein	Q9NSY1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FYN	Protein	P06241	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FYN	Protein	P06241	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	22037378	KD	=	 2100	III
Gefitinib	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 2100000	III
Gefitinib	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	18183025	KD	=	 2100	III
Gefitinib	EPHB6	Protein	O15197	Homo sapiens	BindingDB	22037378	KD	=	 3200	III
Gefitinib	MAPK12	Protein	P53778	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK12	Protein	P53778	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK24	Protein	Q9Y6E0	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK24	Protein	Q9Y6E0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK7	Protein	Q8TDX7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK7	Protein	Q8TDX7	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDK16	Protein	Q00536	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDK16	Protein	Q00536	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK9	Protein	P50750	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK9	Protein	P50750	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TEK	Protein	Q02763	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TEK	Protein	Q02763	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ICK	Protein	Q9UPZ9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 430000	III
Gefitinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	18183025	KD	=	 430	III
Gefitinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	22037378	KD	=	 430	III
Gefitinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	15711537	KD	=	 2000	III
Gefitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP4K4	Protein	O95819	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K4	Protein	O95819	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PKN2	Protein	Q16513	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PKN2	Protein	Q16513	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AURKA	Protein	O14965	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AURKA	Protein	O14965	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ACVR2A	Protein	P27037	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ACVR2A	Protein	P27037	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MYLK	Protein	Q15746	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MYLK	Protein	Q15746	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CSNK1G2	Protein	P78368	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK1G2	Protein	P78368	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK11	Protein	Q15831	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK11	Protein	Q15831	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK36	Protein	Q9NRP7	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK36	Protein	Q9NRP7	Homo sapiens	BindingDB	22037378	KD	=	 5700	III
Gefitinib	ZAK	Protein	Q9NYL2	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ZAK	Protein	Q9NYL2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EPHA7	Protein	Q15375	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 590000	III
Gefitinib	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	FES	Protein	P07332	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FES	Protein	P07332	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKCE	Protein	Q02156	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKCE	Protein	Q02156	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K19	Protein	Q56UN5	Homo sapiens	BindingDB	22037378	KD	=	 240	III
Gefitinib	FGFR1	Protein	P11362	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FGFR1	Protein	P11362	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TLK2	Protein	Q86UE8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TLK2	Protein	Q86UE8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SRPK2	Protein	P78362	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SRPK2	Protein	P78362	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	GSK3A	Protein	P49840	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	GSK3A	Protein	P49840	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP4K1	Protein	Q92918	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K1	Protein	Q92918	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK8	Protein	P45983	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK8	Protein	P45983	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DAPK3	Protein	O43293	Homo sapiens	BindingDB	22037378	KD	=	 5700	III
Gefitinib	DAPK3	Protein	O43293	Homo sapiens	BindingDB	18183025	KD	=	 57	III
Gefitinib	DAPK3	Protein	O43293	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	DAPK3	Protein	O43293	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 5700000	III
Gefitinib	NEK6	Protein	Q9HC98	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK6	Protein	Q9HC98	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BLK	Protein	P51451	Homo sapiens	BindingDB	22037378	KD	=	 1200	III
Gefitinib	BLK	Protein	P51451	Homo sapiens	BindingDB	18183025	KD	=	 1200	III
Gefitinib	BLK	Protein	P51451	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1200000	III
Gefitinib	FRK	Protein	P42685	Homo sapiens	BindingDB	18183025	KD	=	 2000	III
Gefitinib	FRK	Protein	P42685	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 2000000	III
Gefitinib	FRK	Protein	P42685	Homo sapiens	BindingDB	22037378	KD	=	 2000	III
Gefitinib	DCLK1	Protein	O15075	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DCLK1	Protein	O15075	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHA8	Protein	P29322	Homo sapiens	BindingDB	18183025	KD	=	 1800	III
Gefitinib	EPHA8	Protein	P29322	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1800000	III
Gefitinib	EPHA8	Protein	P29322	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Gefitinib	EPHA4	Protein	P54764	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EPHA4	Protein	P54764	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PIK3C2G	Protein	O75747	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CLK3	Protein	P49761	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CLK3	Protein	P49761	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK35	Protein	Q8TDR2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MKNK1	Protein	Q9BUB5	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 290000	III
Gefitinib	MKNK1	Protein	Q9BUB5	Homo sapiens	BindingDB	22037378	KD	=	 290	III
Gefitinib	MKNK1	Protein	Q9BUB5	Homo sapiens	BindingDB	18183025	KD	=	 290	III
Gefitinib	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKCD	Protein	Q05655	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKCD	Protein	Q05655	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK2A2	Protein	P19784	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CSNK2A2	Protein	P19784	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK32A	Protein	Q8WU08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ALK	Protein	Q9UM73	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ALK	Protein	Q9UM73	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PTK2	Protein	Q05397	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PTK2	Protein	Q05397	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	IKBKE	Protein	Q14164	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	IKBKE	Protein	Q14164	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PIK3CD	Protein	O00329	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK1D	Protein	P48730	Homo sapiens	BindingDB	22037378	KD	=	 3200	III
Gefitinib	CSNK1D	Protein	P48730	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NUAK1	Protein	O60285	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NUAK1	Protein	O60285	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NEK5	Protein	Q6P3R8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NEK5	Protein	Q6P3R8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	15711537	KD	=	 1400	III
Gefitinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	22037378	KD	=	 590	III
Gefitinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	18183025	KD	=	 590	III
Gefitinib	TXK	Protein	P42681	Homo sapiens	BindingDB	18183025	KD	=	 6000	III
Gefitinib	TXK	Protein	P42681	Homo sapiens	BindingDB	22037378	KD	=	 6000	III
Gefitinib	TXK	Protein	P42681	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 6000000	III
Gefitinib	TNK2	Protein	Q07912	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TNK2	Protein	Q07912	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK3	Protein	P27361	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK3	Protein	P27361	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	17416531	IC50	>	10000	III
Gefitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	17416531	IC50	>	10000	III
Gefitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	21353546	IC50	=	 14800	III
Gefitinib	CLK4	Protein	Q9HAZ1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CLK4	Protein	Q9HAZ1	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK33	Protein	Q9BYT3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK33	Protein	Q9BYT3	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MET	Protein	P08581	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	=	 3500	III
Gefitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CHEK2	Protein	O96017	Homo sapiens	BindingDB	22037378	KD	=	 800	III
Gefitinib	AKT3	Protein	Q9Y243	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AKT3	Protein	Q9Y243	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ABL2	Protein	P42684	Homo sapiens	BindingDB	22037378	KD	=	 1600	III
Gefitinib	ABL2	Protein	P42684	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	HIPK2	Protein	Q9H2X6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK1G3	Protein	Q9Y6M4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CSNK1G3	Protein	Q9Y6M4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIM3	Protein	Q86V86	Homo sapiens	BindingDB	22037378	KD	=	 5800	III
Gefitinib	PIM3	Protein	Q86V86	Homo sapiens	BindingDB	18183025	KD	=	 5800	III
Gefitinib	CDKL3	Protein	Q8IVW4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DYRK2	Protein	Q92630	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CAMKK1	Protein	Q8N5S9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CAMKK1	Protein	Q8N5S9	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	JAK1	Protein	P23458	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	JAK2	Protein	O60674	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	JAK2	Protein	O60674	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK15	Protein	Q8TD08	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK15	Protein	Q8TD08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	INSRR	Protein	P14616	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	INSRR	Protein	P14616	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK32B	Protein	Q9NY57	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	STK32B	Protein	Q9NY57	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MERTK	Protein	Q12866	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MERTK	Protein	Q12866	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK18	Protein	Q07002	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK18	Protein	Q07002	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	HIPK3	Protein	Q9H422	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SYK	Protein	P43405	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SYK	Protein	P43405	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIM1	Protein	P11309	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIM1	Protein	P11309	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHA2	Protein	P29317	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHA2	Protein	P29317	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAST1	Protein	Q9Y2H9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BRSK2	Protein	Q8IWQ3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BRSK2	Protein	Q8IWQ3	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	14684309	IC50	=	 240	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 3500000	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	16480284	IC50	=	 599	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	20166671	IC50	=	 240	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	21334203	IC50	=	 240	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22037378	KD	=	 3500	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	25409491	IC50	=	 1000	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22101132	IC50	=	 240	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	15711537	KD	=	 1100	III
Gefitinib	ERBB2	Protein	P04626	Homo sapiens	BindingDB	12270171	IC50	=	 1604	III
